year,movie,movie_id,certificate,duration,genre,rate,metascore,synopsis,votes,gross,release_date,user_reviews,critics_reviews,popularity,awards_wins,awards_nominations,Oscar_Best_Picture_won,Oscar_Best_Picture_nominated,Oscar_Best_Director_won,Oscar_Best_Director_nominated,Oscar_Best_Actor_won,Oscar_Best_Actor_nominated,Oscar_Best_Actress_won,Oscar_Best_Actress_nominated,Oscar_Best_Supporting_Actor_won,Oscar_Best_Supporting_Actor_nominated,Oscar_Best_Supporting_Actress_won,Oscar_Best_Supporting_Actress_nominated,Oscar_Best_AdaScreen_won,Oscar_Best_AdaScreen_nominated,Oscar_Best_OriScreen_won,Oscar_Best_OriScreen_nominated,Oscar_nominated,Golden_Globes_won,Golden_Globes_nominated,BAFTA_won,BAFTA_nominated,Screen_Actors_Guild_won,Screen_Actors_Guild_nominated,Critics_Choice_won,Critics_Choice_nominated,Directors_Guild_won,Directors_Guild_nominated,Producers_Guild_won,Producers_Guild_nominated,Art_Directors_Guild_won,Art_Directors_Guild_nominated,Writers_Guild_won,Writers_Guild_nominated,Costume_Designers_Guild_won,Costume_Designers_Guild_nominated,Online_Film_Television_Association_won,Online_Film_Television_Association_nominated,Online_Film_Critics_Society_won,Online_Film_Critics_Society_nominated,People_Choice_won,People_Choice_nominated,London_Critics_Circle_Film_won,London_Critics_Circle_Film_nominated,American_Cinema_Editors_won,American_Cinema_Editors_nominated,Hollywood_Film_won,Hollywood_Film_nominated,Austin_Film_Critics_Association_won,Austin_Film_Critics_Association_nominated,Denver_Film_Critics_Society_won,Denver_Film_Critics_Society_nominated,Boston_Society_of_Film_Critics_won,Boston_Society_of_Film_Critics_nominated,New_York_Film_Critics_Circle_won,New_York_Film_Critics_Circle_nominated,Los_Angeles_Film_Critics_Association_won,Los_Angeles_Film_Critics_Association_nominated,release_date.year,release_date.month,release_date.day-of-month,release_date.day-of-week
2014,Transformers: Age of Extinction,tt2109248,PG-13,165,Action|Adventure|Sci-Fi,5.7,32,,278868,245439076,,970,395,705,1,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,6,,
2013,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,tt2113681,R,114,Adventure|Comedy,7.1,58,,34717,1083762,,55,150,?,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,
2016,Hacksaw Ridge,tt2119532,R,139,Biography|Drama|History|War,8.1,71,,349947,67209615,,741,457,417,8,33,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,6,0,3,1,5,1,2,2,7,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,0,1,2,0,1,3,3,0,0,0,1,0,1,0,0,0,0,,11,,
2012,Beasts of the Southern Wild,tt2125435,PG-13,93,Adventure|Drama|Fantasy,7.3,86,,76689,12795746,,280,635,?,9,26,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,4,0,0,0,1,0,0,1,3,0,0,0,1,0,0,0,0,0,1,2,5,0,3,0,0,0,2,0,0,1,1,2,3,0,1,0,1,0,1,3,3,,7,,
2013,Saving Mr. Banks,tt2140373,PG-13,125,Biography|Comedy|Drama|Family|Music,7.5,65,,136711,83301580,,323,420,984,0,22,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,1,0,5,0,1,0,4,0,0,0,1,0,1,0,0,0,1,0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,12,,
2016,The Accountant,tt2140479,R,128,Action|Crime|Drama|Thriller,7.3,51,,225291,86260045,,433,324,793,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,,
2014,American Sniper,tt2179136,R,133,Action|Biography|Drama|History|Thriller|War,7.3,72,,392413,350126372,,971,509,517,5,18,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,6,0,0,0,2,0,0,1,2,0,1,0,1,0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,2,6,0,0,0,0,0,0,,1,,
2014,Into the Woods,tt2180411,PG,125,Adventure|Comedy|Drama|Fantasy|Musical,6.0,69,,121423,128002372,,842,333,606,1,22,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,3,0,3,0,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,6,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,12,,
2013,The Purge,tt2184339,R,85,Horror|Thriller,5.7,41,,178292,64473115,,643,363,1860,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,,
2013,Grown Ups 2,tt2191701,PG-13,101,Comedy,5.4,19,,125809,133668525,,285,139,982,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,
2014,The Other Woman,tt2203939,PG-13,109,Comedy|Romance,6.0,39,,120643,83911193,,209,203,577,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,
2013,Before Midnight,tt2209418,R,109,Drama|Romance,7.9,94,,119772,8114627,,285,426,3132,3,14,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,1,1,1,,6,,
2014,Big Hero 6,tt2245084,PG,102,Animation|Action|Adventure|Comedy|Drama|Family|Sci-Fi,7.8,74,,357195,222527828,,479,402,897,0,10,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,11,,
2014,Gone Girl,tt2267998,R,149,Crime|Drama|Mystery|Thriller,8.1,79,,739496,167767189,,1261,610,125,13,36,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,0,4,0,2,0,1,1,6,0,0,0,0,0,1,0,0,0,1,3,8,2,3,0,0,1,1,0,1,3,3,2,3,1,2,0,0,0,0,0,0,,10,,
2014,The Grand Budapest Hotel,tt2278388,R,99,Adventure|Comedy|Drama,8.1,88,,616752,59100318,,738,554,319,25,73,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,9,1,4,5,11,0,1,3,11,0,1,0,1,1,1,1,1,1,1,3,17,3,6,0,0,1,5,1,1,1,1,0,1,1,4,0,0,1,1,2,5,,3,,
2015,Love the Coopers,tt2279339,PG-13,107,Comedy|Fantasy|Romance,5.8,31,,17706,26284475,,98,106,2870,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,,
2013,Frozen,tt2294629,PG,102,Animation|Adventure|Comedy|Family|Fantasy|Musical,7.5,74,,504174,400738009,,982,423,365,11,20,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,1,2,2,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,1,1,0,0,1,1,2,3,0,1,0,1,0,0,,11,,
2013,Olympus Has Fallen,tt2302755,R,119,Action|Thriller,6.5,41,,231386,98925640,,724,367,1344,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,
2013,Mandela: Long Walk to Freedom,tt2304771,PG-13,141,Biography|Drama|History,7.1,60,,24665,8323085,,112,216,?,1,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,12,,
2014,Wild,tt2305051,R,115,Adventure|Biography|Drama,7.1,76,,108066,37880356,,283,358,1956,1,12,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,2,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,,12,,
2014,The Hobbit: The Battle of the Five Armies,tt2310332,R::(extended edition),144,Adventure|Fantasy,7.4,59,,429169,255119788,,842,442,645,0,12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,12,,
2015,Fifty Shades of Grey,tt2322441,TV-MA,125,Drama|Romance|Thriller,4.1,46,,273066,166167230,,1464,392,336,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,
2014,The Expendables 3,tt2333784,Unrated,126,Action|Adventure|Thriller,6.1,35,,152890,39322544,,378,332,1474,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,
2013,Blue Jasmine,tt2334873,PG-13,98,Drama,7.3,78,,176351,33405481,,424,435,2783,12,27,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,3,1,2,1,3,1,1,1,2,0,0,0,1,0,1,0,1,1,1,1,3,1,3,0,0,1,4,0,0,0,0,0,0,1,2,1,1,1,1,1,1,,8,,
2013,White House Down,tt2334879,PG-13,131,Action|Drama|Thriller,6.4,52,,188449,73103784,,467,347,1934,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,,
2013,The Great Beauty,tt2358891,Not Rated,141,Drama,7.8,86,,70532,2852400,,140,289,2965,2,11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,,3,,
2016,Live by Night,tt2361317,R,129,Action|Crime|Drama|Thriller,6.4,49,,45507,10377558,,145,289,1667,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,
2015,The Intern,tt2361509,PG-13,121,Comedy|Drama,7.1,51,,186575,75764672,,406,257,1821,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,,
2015,Spectre,tt2379713,PG-13,148,Action|Adventure|Thriller,6.8,60,,345323,200074175,,1072,623,468,1,7,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,11,,
2017,Coco,tt2380307,PG,105,Animation|Adventure|Comedy|Family|Fantasy|Music|Mystery,8.4,81,,250986,209726015,,802,380,293,16,22,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,1,2,1,1,0,0,2,2,0,0,1,1,1,1,0,0,0,0,2,6,1,1,0,0,0,0,1,1,1,1,1,1,2,2,1,1,1,1,0,1,,11,,
2015,Brooklyn,tt2381111,PG-13,117,Drama|Romance,7.5,88,,113656,38317535,,273,387,958,5,38,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,3,0,1,1,6,0,1,0,5,0,0,0,1,0,0,0,0,0,1,1,9,0,3,0,0,1,4,0,0,1,1,0,1,0,2,0,1,1,1,0,1,,11,,
2015,Mission: Impossible - Rogue Nation,tt2381249,PG-13,131,Action|Adventure|Thriller,7.4,75,,302989,195042377,,507,499,428,0,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,
2015,Focus,tt2381941,R,105,Comedy|Crime|Drama|Romance,6.6,56,,187624,53862963,,249,290,1522,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,
2016,Keeping Up with the Joneses,tt2387499,PG-13,105,Action|Comedy,5.9,34,,49875,14896798,,84,106,2708,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,,
2015,Avengers: Age of Ultron,tt2395427,PG-13,141,Action|Adventure|Sci-Fi,7.4,66,,624794,459005868,,1169,669,159,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,
2017,Mudbound,tt2396589,R,134,Drama|War,7.4,85,,31577,?,,123,159,1495,3,26,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,4,0,2,0,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,5,0,3,0,0,0,0,0,0,2,2,0,4,0,1,0,0,1,1,0,1,,11,,
2015,The Invitation,tt2400463,Not Rated,100,Drama|Horror|Mystery|Thriller,6.7,74,,65373,231703,,289,217,888,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,
2015,Anomalisa,tt2401878,R,90,Animation|Comedy|Drama|Romance,7.3,88,,56293,3759286,,194,373,4131,3,16,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,3,0,1,1,1,0,0,2,3,,1,,
2014,The November Man,tt2402157,Unrated::(rating surrendered),108,Action|Crime|Thriller,6.3,38,,58403,24984868,,157,177,3293,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,
2015,Carol,tt2402927,R,118,Drama|Romance,7.2,95,,97110,12711491,,296,442,890,12,69,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,6,0,5,0,9,0,2,0,9,0,0,0,0,0,0,0,1,0,1,0,10,3,6,0,0,1,7,0,0,0,0,1,7,0,1,2,3,4,4,1,4,,1,,
2013,The Green Inferno,tt2403021,R,100,Adventure|Horror|Thriller,5.3,38,,32070,7192291,,223,307,1033,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,,
2013,The Family,tt2404311,R,111,Comedy|Crime|Thriller,6.3,42,,101043,36918811,,237,234,3607,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,,
2016,The Magnificent Seven,tt2404435,PG-13,132,Action|Adventure|Western,6.9,54,,163139,93432655,,412,370,596,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,,
2013,Philomena,tt2431286,PG-13,98,Biography|Drama,7.6,77,,87464,37707719,,250,346,3109,2,21,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,4,0,3,1,4,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,11,,
2015,Joy,tt2446980,PG-13,124,Drama,6.6,56,,115090,56451232,,303,341,1336,1,9,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,1,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,12,,
2014,Mr. Turner,tt2473794,R,150,Biography|Drama|History,6.8,94,,22218,3958546,,175,263,?,2,20,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,,10,,
2015,Star Wars: The Force Awakens,tt2488496,PG-13,136,Action|Adventure|Fantasy|Sci-Fi,8.0,81,,767816,936662225,,4416,866,315,3,23,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,0,0,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,12,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,,12,,
2015,Burnt,tt2503944,R,101,Comedy|Drama,6.6,42,,92780,13650738,,172,191,1287,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,,
2017,Star Wars: Episode VIII - The Last Jedi,tt2527336,PG-13,152,Action|Adventure|Fantasy|Sci-Fi,7.2,85,,439628,620181382,,5806,662,153,1,15,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,,12,,
2016,Arrival,tt2543164,PG-13,116,Drama|Mystery|Sci-Fi|Thriller,7.9,81,,490549,100546139,,1592,691,325,9,59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,8,0,2,1,9,0,1,2,10,0,1,0,1,0,1,1,1,0,0,1,11,1,6,0,0,0,2,1,1,0,0,1,6,1,7,0,0,0,0,0,0,,11,,
2017,Wonder,tt2543472,TV-G::(for future televison airings),113,Drama|Family,8.0,66,,102735,132422809,,339,215,204,0,7,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,,
2016,The Light Between Oceans,tt2547584,PG-13,133,Drama|Romance,7.2,60,,44091,12545979,,156,248,1368,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,,
2014,A Million Ways to Die in the West,tt2557490,R,116,Comedy|Western,6.1,44,,157874,43139300,,468,293,1645,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,
2014,Birdman or (The Unexpected Virtue of Ignorance),tt2562232,R,119,Comedy|Drama,7.7,88,,504475,42340598,,1220,613,231,37,87,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,9,2,7,1,10,1,4,7,13,1,1,1,1,1,1,0,0,1,1,6,16,3,4,0,0,1,7,0,1,1,1,3,4,3,8,4,4,0,0,1,4,,11,,
2013,The Tale of The Princess Kaguya,tt2576852,PG,137,Animation|Adventure|Drama|Family|Fantasy,8.0,89,,27969,1506975,,94,176,?,2,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,1,,11,,
2016,Hell or High Water,tt2582782,R,102,Action|Crime|Drama|Thriller|Western,7.6,88,,167840,26862450,,365,418,152,2,30,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,4,0,3,0,3,0,1,0,6,0,0,0,1,0,1,0,1,0,0,0,3,1,3,0,0,0,1,0,1,0,0,0,4,1,2,0,0,0,0,0,0,,8,,
2014,Whiplash,tt2582802,R,106,Drama|Music,8.5,88,,591593,13092000,,987,563,406,13,34,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,5,1,1,3,5,1,1,1,4,0,0,0,1,0,0,0,1,0,0,1,4,0,4,0,0,1,4,0,1,0,0,1,2,1,3,1,1,1,1,1,1,,10,,
2014,The Fault in Our Stars,tt2582846,PG-13,126,Drama|Romance,7.7,69,,307200,124872350,,601,331,1062,1,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,6,,
2016,Star Trek: Beyond,tt2660888,PG-13,122,Action|Adventure|Sci-Fi|Thriller,7.1,68,,204652,158848340,,769,465,394,0,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,
2016,Fences,tt2671706,PG-13,139,Drama,7.2,79,,82744,57642961,,320,318,980,8,27,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,4,1,2,1,1,2,3,1,6,0,0,0,1,0,1,0,1,0,0,1,5,0,2,0,0,0,1,0,0,0,0,1,2,1,2,0,0,0,0,0,0,,12,,
2013,Locke,tt2692904,R,85,Drama,7.1,81,,117578,1361423,,320,365,1332,1,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,4,,
2016,The Secret Life of Pets,tt2709768,PG,87,Animation|Adventure|Comedy|Family,6.5,61,,155843,368384330,,284,282,476,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,
2014,Fury,tt2713180,R,134,Action|Drama|War,7.6,64,,372419,85817906,,798,423,583,1,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,10,,
2013,Ida,tt2718492,PG-13,82,Drama,7.4,91,,45000,3827060,,134,285,2122,4,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,1,2,2,,10,,
2015,Everest,tt2719848,PG-13,121,Action|Adventure|Biography|Drama|Thriller,7.1,64,,177293,43482270,,314,381,501,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,,
2014,"Two Days, One Night",tt2737050,PG-13,95,Drama,7.3,89,,40529,1436243,,120,386,?,5,16,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,2,0,0,0,0,0,0,1,2,2,2,1,1,0,0,,5,,
2017,Beauty and the Beast,tt2771200,PG,129,Family|Fantasy|Musical|Romance,7.2,65,,226767,504014165,,975,510,303,2,16,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,,3,,
2014,The Interview,tt2788710,R,112,Comedy,6.5,52,,282126,6105175,,864,303,289,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,,
2014,Kingsman: The Secret Service,tt2802144,R,129,Action|Adventure|Comedy|Thriller,7.7,60,,530536,128261724,,864,439,607,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,
2014,Leviathan,tt2802154,R,140,Crime|Drama,7.6,92,,41998,1092800,,118,269,?,2,7,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,,
2015,Furious 7,tt2820852,PG-13::(certificate no. 49544),137,Action|Crime|Thriller,7.2,67,,329366,353007020,,699,443,672,6,10,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,,4,,
