year,movie,movie_id,certificate,duration,genre,rate,metascore,synopsis,votes,gross,release_date,user_reviews,critics_reviews,popularity,awards_wins,awards_nominations,Oscar_Best_Picture_won,Oscar_Best_Picture_nominated,Oscar_Best_Director_won,Oscar_Best_Director_nominated,Oscar_Best_Actor_won,Oscar_Best_Actor_nominated,Oscar_Best_Actress_won,Oscar_Best_Actress_nominated,Oscar_Best_Supporting_Actor_won,Oscar_Best_Supporting_Actor_nominated,Oscar_Best_Supporting_Actress_won,Oscar_Best_Supporting_Actress_nominated,Oscar_Best_AdaScreen_won,Oscar_Best_AdaScreen_nominated,Oscar_Best_OriScreen_won,Oscar_Best_OriScreen_nominated,Oscar_nominated,Golden_Globes_won,Golden_Globes_nominated,BAFTA_won,BAFTA_nominated,Screen_Actors_Guild_won,Screen_Actors_Guild_nominated,Critics_Choice_won,Critics_Choice_nominated,Directors_Guild_won,Directors_Guild_nominated,Producers_Guild_won,Producers_Guild_nominated,Art_Directors_Guild_won,Art_Directors_Guild_nominated,Writers_Guild_won,Writers_Guild_nominated,Costume_Designers_Guild_won,Costume_Designers_Guild_nominated,Online_Film_Television_Association_won,Online_Film_Television_Association_nominated,Online_Film_Critics_Society_won,Online_Film_Critics_Society_nominated,People_Choice_won,People_Choice_nominated,London_Critics_Circle_Film_won,London_Critics_Circle_Film_nominated,American_Cinema_Editors_won,American_Cinema_Editors_nominated,Hollywood_Film_won,Hollywood_Film_nominated,Austin_Film_Critics_Association_won,Austin_Film_Critics_Association_nominated,Denver_Film_Critics_Society_won,Denver_Film_Critics_Society_nominated,Boston_Society_of_Film_Critics_won,Boston_Society_of_Film_Critics_nominated,New_York_Film_Critics_Circle_won,New_York_Film_Critics_Circle_nominated,Los_Angeles_Film_Critics_Association_won,Los_Angeles_Film_Critics_Association_nominated,release_date.year,release_date.month,release_date.day-of-month,release_date.day-of-week
2013,Snowpiercer,tt1706620,R,126,Action|Drama|Sci-Fi,7.1,84,,230148,4563650,,604,507,775,0,10,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,7,,
2012,Les Misérables,tt1707386,PG-13,158,Drama|History|Musical|Romance|War,7.6,63,,280701,148809770,,904,495,214,21,63,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,8,3,4,4,9,1,4,1,11,0,1,0,1,0,1,0,0,0,1,5,17,1,1,0,0,1,4,0,1,3,3,1,1,1,2,0,0,0,1,0,1,,12,,
2013,We're the Millers,tt1723121,R,110,Comedy|Crime,7.0,44,,365017,150394119,,332,291,224,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,
2013,Ender's Game,tt1731141,PG-13,114,Action|Adventure|Fantasy|Sci-Fi,6.6,51,,208231,61737191,,592,331,1227,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,,
2012,Snow White and the Huntsman,tt1735898,PG-13,127,Action|Adventure|Drama|Fantasy,6.1,57,,255382,155332381,,729,424,712,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,,
2015,Secret in Their Eyes,tt1741273,PG-13,111,Crime|Drama|Mystery|Thriller,6.3,45,,36170,20180155,,138,168,1267,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,,
2012,Moonrise Kingdom,tt1748122,PG-13,94,Adventure|Comedy|Drama|Romance,7.8,84,,285747,45512466,,414,493,959,4,35,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0,1,0,1,0,0,0,5,0,0,0,1,0,0,0,1,0,1,1,11,1,4,0,0,0,0,0,1,0,0,0,1,1,1,1,5,0,1,0,1,,6,,
2011,Like Crazy,tt1758692,PG-13,86,Drama|Romance,6.7,68,,55107,3413908,,161,195,2864,2,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,,1,,
2012,This Is 40,tt1758830,R,134,Comedy|Romance,6.2,59,,117104,67544505,,273,288,1620,1,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,12,,
2012,The First Time,tt1763303,PG-13,95,Comedy|Drama|Romance,6.9,55,,61594,17061,,71,20,2987,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,
2012,Wreck-It Ralph,tt1772341,PG,101,Animation|Adventure|Comedy|Family|Fantasy,7.7,72,,330364,189422889,,395,387,353,4,12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,,11,,
2012,Anna Karenina,tt1781769,R,129,Drama|Romance,6.6,63,,83186,12816367,,247,329,1493,8,16,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,0,1,1,6,0,0,2,2,0,0,0,0,1,1,0,0,1,1,2,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,9,,
2014,The Maze Runner,tt1790864,PG-13,113,Action|Mystery|Sci-Fi|Thriller,6.8,57,,378784,102427862,,574,317,795,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,,
2012,Zero Dark Thirty,tt1790885,R,157,Drama|Thriller,7.4,95,,245743,95720716,,672,570,400,15,55,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,5,1,4,0,5,0,1,2,5,0,1,0,1,0,1,1,1,0,1,1,12,1,5,0,0,0,3,0,1,1,1,1,1,0,2,3,3,3,5,1,2,,1,,
2014,Inherent Vice,tt1791528,R,148,Comedy|Crime|Drama|Mystery|Romance,6.7,81,,80906,8110975,,272,424,869,3,21,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,2,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,1,0,1,0,0,0,1,1,6,1,1,0,0,1,1,,1,,
2015,Southpaw,tt1798684,R,124,Drama|Sport,7.4,57,,195039,52421953,,313,336,1205,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,
2013,Her,tt1798709,R,126,Drama|Romance|Sci-Fi,8.0,90,,451991,25568251,,877,594,482,14,43,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,5,1,3,0,0,0,0,1,6,0,0,0,1,1,1,1,1,0,1,2,8,1,6,0,0,0,2,0,1,0,0,4,4,0,0,0,0,0,3,3,6,,1,,
2013,American Hustle,tt1800241,R,138,Crime|Drama,7.3,90,,410945,150117807,,784,547,361,20,67,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,10,3,7,3,10,1,2,4,13,0,1,0,1,0,1,0,1,0,1,1,9,0,4,0,0,0,3,1,1,2,2,0,0,2,6,0,0,3,5,0,0,,12,,
2014,Unbroken,tt1809398,PG-13,137,Biography|Drama|Sport|War,7.2,59,,127561,115637895,,394,329,664,2,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,0,0,0,0,1,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,12,,
2012,Ernest & Celestine,tt1816518,PG,80,Animation|Adventure|Comedy|Crime|Drama|Family|Fantasy,7.9,86,,15567,292562,,43,99,?,1,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,2,,
2012,The Place Beyond the Pines,tt1817273,R,140,Crime|Drama|Thriller,7.3,68,,222263,21383298,,422,426,823,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,
2012,War Witch,tt1820488,Not Rated,90,Drama|War,7.1,84,,6576,70544,,28,98,?,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,
2013,Nebraska,tt1821549,R,115,Adventure|Comedy|Drama,7.7,86,,103846,17654912,,291,442,3315,3,43,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,6,0,5,0,3,0,2,0,6,0,0,0,1,0,0,0,1,0,1,0,12,0,0,0,0,0,3,0,1,0,0,0,0,0,1,2,3,0,2,1,2,,1,,
2011,Bullhead,tt1821593,R,129,Crime|Drama,7.4,68,,20308,151840,,47,241,?,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,
2011,A Separation,tt1832382,PG-13,123,Drama|Thriller,8.3,95,,190594,7098492,,307,378,2597,11,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,3,5,0,0,0,0,0,0,1,1,0,1,1,1,1,2,,3,,
2014,Divergent,tt1840309,PG-13,139,Action|Adventure|Mystery|Sci-Fi,6.7,48,,392916,150947895,,759,470,605,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,
2014,Captain America: The Winter Soldier,tt1843866,PG-13,136,Action|Adventure|Sci-Fi|Thriller,7.8,70,,632734,259766572,,803,591,575,0,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,
2012,Django Unchained,tt1853728,R,165,Drama|Western,8.4,81,,1177465,162805434,,1310,813,313,7,27,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,5,2,5,2,5,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,1,1,2,0,2,0,2,0,1,0,1,,12,,
2013,Percy Jackson: Sea of Monsters,tt1854564,PG,106,Adventure|Family|Fantasy|Thriller,5.8,39,,100491,68559554,,216,186,2467,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,
2012,End of Watch,tt1855199,R,109,Action|Crime|Drama|Thriller,7.6,68,,208000,41003371,,362,362,2235,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,,
2012,Resident Evil: Retribution,tt1855325,R,95,Action|Horror|Sci-Fi|Thriller,5.4,39,,123170,42345531,,437,248,3004,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,,
2017,Blade Runner 2049,tt1856101,R,164,Drama|Mystery|Sci-Fi|Thriller,8.0,81,,357219,92054159,,1963,600,156,14,41,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,0,0,2,8,0,0,1,7,0,0,0,0,1,1,0,0,0,1,3,9,1,1,0,0,1,1,0,1,3,3,1,3,0,3,0,1,0,0,1,2,,10,,
2016,Deepwater Horizon,tt1860357,PG-13,107,Action|Drama|History|Thriller,7.1,68,,128785,61284947,,250,297,1050,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,,
2014,Song of the Sea,tt1865505,PG,93,Animation|Adventure|Drama|Family|Fantasy,8.1,85,,42047,857524,,103,156,?,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,,
2012,The Sessions,tt1866249,R,95,Biography|Comedy|Drama|Romance,7.2,79,,39443,6002451,,138,338,?,1,12,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,1,0,2,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,11,,
2014,The Amazing Spider-Man 2,tt1872181,PG-13,142,Action|Adventure|Sci-Fi,6.6,53,,379165,202853933,,1135,525,850,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,
2014,The Judge,tt1872194,R,141,Crime|Drama,7.4,48,,159732,47119388,,305,282,2484,1,4,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,10,,
2014,X-Men: Days of Future Past,tt1877832,PG-13,132,Action|Adventure|Sci-Fi|Thriller,8.0,75,,604869,233921534,,775,552,774,2,6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,
2015,Spotlight,tt1895587,R,129,Crime|Drama|History,8.1,93,,350692,45055776,,516,510,413,19,51,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,6,0,3,1,3,1,2,3,8,0,1,0,1,0,0,1,1,0,0,2,8,1,4,0,0,1,3,0,0,1,1,0,3,2,5,3,5,1,1,2,2,,11,,
2013,Fast & Furious 6,tt1905041,PG-13,130,Action|Crime|Thriller,7.1,61,,341408,238679850,,465,416,1176,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,5,,
2012,Flight,tt1907668,R,138,Drama|Thriller,7.3,76,,297834,93772375,,537,451,1551,1,8,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,2,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,11,,
2012,Magic Mike,tt1915581,R,110,Comedy|Drama,6.1,72,,122013,113721571,,293,327,1132,2,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,,6,,
2012,Mud,tt1935179,PG-13,130,Drama,7.4,76,,154315,21590086,,280,383,1569,0,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,5,,
2016,Miss Peregrine's Home for Peculiar Children,tt1935859,PG-13,127,Adventure|Drama|Fantasy|Thriller,6.7,57,,136353,87242834,,380,312,652,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,,
2013,The Hunger Games: Catching Fire,tt1951264,PG-13,146,Action|Adventure|Sci-Fi|Thriller,7.5,76,,565550,424668047,,682,517,612,2,10,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,11,,
2014,The Hunger Games: Mockingjay - Part 1,tt1951265,PG-13,123,Action|Adventure|Sci-Fi|Thriller,6.7,64,,369802,337135885,,580,423,713,0,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,,
2015,The Hunger Games: Mockingjay - Part 2,tt1951266,PG-13,137,Action|Adventure|Sci-Fi|Thriller,6.6,65,,242760,281723902,,417,419,483,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,,
2014,Sex Tape,tt1956620,R,94,Comedy|Romance,5.1,36,,98426,38543473,,169,203,1600,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,
2013,Rush,tt1979320,R,123,Action|Biography|Drama|Sport,8.1,75,,383885,26947624,,513,412,1450,2,18,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,2,1,4,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,9,,
2013,Begin Again,tt1980929,R,104,Comedy|Drama|Music|Romance,7.4,62,,127063,16170632,,231,298,2920,0,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,7,,
2013,Thor: The Dark World,tt1981115,PG-13,112,Action|Adventure|Fantasy,7.0,54,,515724,206362140,,589,502,527,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,,
2012,Pitch Perfect,tt1981677,PG-13,112,Comedy|Music|Romance,7.2,66,,250541,65001093,,294,229,757,0,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,,
2013,Alone Yet Not Alone,tt1986769,PG-13,103,Action|Drama|History|Romance|War,4.5,?,,645,668172,,21,2,?,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,?,,
2011,Monsieur Lazhar,tt2011971,PG-13,94,Comedy|Drama,7.5,82,,17916,2009517,,51,173,?,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,
2013,The Wind Rises,tt2013293,PG-13,126,Animation|Biography|Drama|History|Romance|War,7.8,83,,59012,5209580,,134,318,4684,3,13,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,,2,,
2014,Guardians of the Galaxy,tt2015381,PG-13,121,Action|Adventure|Comedy|Sci-Fi,8.1,76,,902156,333176600,,1240,693,150,12,20,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,0,0,0,2,0,0,2,5,0,0,0,0,1,1,0,0,0,1,6,7,0,0,0,0,0,0,0,1,2,2,0,0,1,1,0,0,0,0,0,0,,8,,
2013,All Is Lost,tt2017038,PG-13,106,Action|Adventure|Drama,6.9,87,,69425,6263670,,356,361,2779,2,6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,11,,
2012,The Broken Circle Breakdown,tt2024519,Not Rated,111,Drama|Music|Romance,7.8,70,,35740,175058,,66,205,3567,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,10,,
2013,12 Years a Slave,tt2024544,R,134,Biography|Drama|History,8.1,96,,562289,56671993,,761,605,617,35,100,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,9,1,7,2,10,1,4,3,13,0,1,1,1,0,1,0,0,1,1,7,19,5,8,0,0,3,9,0,1,2,2,3,4,0,7,3,4,1,5,2,3,,11,,
2016,The Great Wall,tt2034800,PG-13,103,Action|Adventure|Fantasy|Thriller,6.0,42,,106603,45540830,,424,306,1065,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,
2013,Inside Llewyn Davis,tt2042568,R,104,Drama|Music,7.5,93,,120796,13235319,,352,525,1913,6,38,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,0,3,0,3,0,0,0,4,0,0,0,0,0,1,0,0,0,0,2,8,0,6,0,0,1,3,0,1,0,0,0,1,0,2,1,1,1,2,1,3,,1,,
2015,Point Break,tt2058673,PG-13,114,Action|Crime|Sport|Thriller,5.3,34,,52395,28782481,,229,181,2226,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,,
2012,No,tt2059255,R,118,Drama,7.4,81,,21188,2343664,,44,236,?,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,
2015,Steve Jobs,tt2080374,R,122,Biography|Drama,7.2,82,,135483,17766658,,372,438,2292,7,33,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,2,2,4,1,3,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,3,1,4,0,0,1,6,0,0,0,0,1,3,0,3,0,0,0,0,1,1,,10,,
2014,The Imitation Game,tt2084970,PG-13,114,Biography|Drama|Thriller|War,8.0,73,,601484,91125683,,720,472,693,6,45,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,8,0,5,0,9,0,3,0,6,0,1,0,1,0,1,1,1,0,1,0,6,0,0,0,0,1,5,0,1,4,4,0,1,0,0,0,0,0,0,0,0,,12,,
2016,Assassin's Creed,tt2094766,PG-13,115,Action|Adventure|Sci-Fi,5.8,36,,161518,54647948,,577,322,1490,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,,
2015,Inside Out,tt2096673,PG,95,Animation|Adventure|Comedy|Drama|Family|Fantasy,8.2,94,,516621,356461711,,910,573,584,13,31,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,1,1,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,8,1,3,0,0,0,1,1,1,1,1,2,4,1,4,1,1,1,1,0,1,,6,,
2012,Spring Breakers,tt2101441,R,94,Comedy|Crime|Drama,5.3,63,,124006,14123773,,594,451,808,1,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,3,,
2014,Dawn of the Planet of the Apes,tt2103281,PG-13,130,Action|Adventure|Drama|Sci-Fi,7.6,79,,383174,208545589,,656,543,2403,2,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,7,,
2012,The Hunt,tt2106476,R,115,Drama,8.3,77,,233422,687185,,320,362,1037,0,7,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,10,,
